step	agent_id	name	layer	base_age	current_age	evaluation	emotion	pathway	support	intensity	action	action_category	action_detail	thought	private_talk	social_post	perceived_situation	reasoning_basis	memory_update	carryover_concern	side_effect	adjustment_request	fairness_perception	policy_fatigue
23	A01	佐藤陽菜	若者	15	16	注意	不安	46.0	52.0	58.0	奨学金と出願の条件整理	情報収集	学校の進路資料と自治体サイトを見比べ、必要書類と締切をノートに整理した	物価も不安も上がってて、頑張れば届くのかが急に遠く感じる。条件が多すぎる	奨学金って結局どれが自分に当たるの？書類多すぎて詰む気がする…	進学したいのに、制度の条件が複雑で不安。もっと分かりやすくしてほしい	電気や食費が上がった話が家で増え、SNSでも将来不安の投稿が多い	前回の費用不安が残り、生活コスト上昇とSNS悲観で再燃。学校情報は頼るが複雑	不安な時ほど一次情報。締切と条件を先に固定して動く	制度変更や物価で、出願費と生活費が想定より膨らむ恐れ	政策疲労	手続き簡素化	45.0	78.0
23	A02	鈴木大翔	若者	16	17	注意	不安	48.0	52.0	56.0	進路と出費の優先順位を更新	生活防衛	遠征費と模試代を親に共有し、必要な出願だけ残して整理した。	結局お金と先が読めない感じが重なると、進路の選び方も怖くなる。	遠征とか模試とか、地味に積むとキツい。進路も迷うわ。	物価上がりすぎ。進路の準備もコストで左右されるのきつい。	物価が上がって家計が締まり、SNSでは先行き不安の話が増えている。	実家でも出費調整が必要になり、前回の『見える化』で落ち着く経験がある。	不安が強い時ほど、家の費用感と締切を共有すると動けると学んだ。	出願と部活が重なる月に、費用と手続きが一気に詰む不安が残る。	政策疲労	手続き簡素化	46.0	64.0
23	A03	高橋湊	若者	17	18	注意	不安	49.0	57.0	56.0	根拠カードを読み、進路コストを再計算	情報収集	制度の根拠カードと反証導線を読み、学費・生活費とインターン条件を見直した。	やれることはあるけど、物価と採用の空気が同時に来ると息が詰まる。	生活費上がりすぎ。インターン、交通費とか条件きつくならん？	制度の根拠が見えるのは良い。けど生活コストが先に刺さる。	物価上昇の体感とSNSの悲観が強く、採用や学習機会が不安定に見えた。根拠カードで最低限の説明は届いた。	高専在学で進路情報は追えるが、計算資源制約と採用不安が将来像を曇らせた。前回メモした申立て導線が「逃げ道」として効いた。	根拠カードと反証導線の場所を把握し、使う条件を自分用に整理した。	財政圧で育成枠が細り、使える人だけ得する分断が進まないか。	政策疲労	財源説明	54.0	68.0
23	A04	田中結菜	若者	15	16	注意	不安	32.0	40.0	73.0	条件カードを見て相談	相談	通知の根拠カードを読んで、進路と補助の対象条件を先生に確認した。	また物価上がってるし災害も怖い。結局うちは対象外って言われそうで、先に諦めたくなる。	バイト増やすしかないのかな。奨学金とかさ、私でも通る条件ちゃんとある？	条件と理由が見えるのは助かる。けど生活費きついのが先に来る。	物価高と災害の話が増え、進路費用が家計に刺さっていると感じた。	家計に余力が少なく、SNSの悲観情報で不安増幅。根拠カードで手続きは少し見える化。	理由と反証の入口があると、聞く先を決めやすいと覚えた。	家計悪化で進学費用が足りず、選択肢が狭まる不安が残る。	政策疲労	対象条件の説明	36.0	64.0
23	A05	伊藤蓮	若者	18	19	危険	喪失感	22.0	34.0	84.0	生活費と通学負担の再計算	生活防衛	食費と交通費の上振れ分を家計簿に入れ、バイト増の可否を検討した。	また上がるのか。頑張っても追いつかない感じ、進路まで削られそう。	ガソリンも飯も上がってさ、通学だけで削れてく。もう詰むって。	物価と不安だけ上がる。地方の通学コスト、誰か見てほしい。	ニュースとSNSで物価高と災害の話が続き、採用も絞る空気を感じた。	低所得で通学費が刺さり、前回の条件迷いの記憶が不信を強めた。	結局、生活コストが上がると進路の選択肢が先に削れると感じた。	就活前にバイト増で学業が崩れ、地元以外が無理になる不安。	政策疲労	手続き簡素化	33.0	82.0
23	A06	渡辺心愛	若者	19	20	注意	不安	33.0	42.0	76.0	家計と進路を守るため優先順位を組み替える	生活防衛	食費と通信費を見直し、面談で奨学金と地元就職の線を確認した。	結局お金と介護で動ける範囲が決まる。夢とか言う前に崩れそう。	物価も怖いし、家のこともあって遠く行ける気しない。どうすればいい？	地方の生活コスト上がり方、地味に効く。支援の条件もっと分かりやすく。	食費と光熱が上がり、災害や医療の話も増えて先が読めない。SNSは暗い。	実家同居で家計を直に感じ、軽いケアと不信(37)で制度も疑いがち。	支援の理由と反証の道が見えると、面談で聞ける気がした。	医療や災害で家の負担が増えたら、進路を選ぶ余裕が消える。	手続き疲れ	対象条件の説明	41.0	71.0
23	A07	山本陸	若者	19	20	注意	不安	24.0	43.0	74.0	出費を締めて通知だけ拾う	生活防衛	食費とガソリン代を削り、仕事と制度の要点通知だけ確認した。	また値上げか。仕事もロボの話増えたし、今のまま続けて大丈夫か分からん。	今月きつい。資格とか言うけど金も時間もないって…どうすりゃいいん。	値上げと不安だけ増える。現場の若手の道筋も一緒に出してほしい。	物価高と災害のニュースが続き、職場でも自動化の話が増えた。	地方で車必須・実家同居でも可処分が減り、雇用再編の噂に敏感になった。	申立てや理由説明の「根拠カード」があると知り、少しだけ納得できた。	収入が揺れた時に学び直し費用も移動費も出せず詰みそう。	財政不安	財源説明	41.0	72.0
23	A08	中村美咲	若者	20	21	注意	不安	28.0	45.0	72.0	固定費を守りつつ応募計画を微修正	生活防衛	家賃と光熱費の見直しをし、応募書類の優先順位を付け直した	物価も不安も上がって、就活の正解が見えなくなる。焦る。	また値上げだって。家賃きついし、就活も絞られそうで怖い。	生活費も不確実性も上がって、将来設計が難しい。支援は分かりやすくして。	食費と光熱費が上がり、SNSで不況と採用絞りの話が流れていた	賃貸シェアでも固定費が効く。前回の経験でまず家計整理に戻った	不安が強い時は、まず固定費と応募計画を整えると落ち着く	採用縮小が続くと、不採用で自己効力感が削れそう	政策疲労	財源説明	41.0	71.0
23	A09	小林颯太	若者	21	22	注意	不安	38.0	50.0	61.0	出費を締めて就活条件を確認	生活防衛	家賃と食費の見直しをして、志望先の募集要件と締切だけ再確認した。	物価も不安定だし、要件が変わると努力が空振りしそうで怖い。	最近マジで出費きつい。就活も要件変わるのやめてほしいわ。	要件変更の説明と経過措置、ちゃんと出してほしい。学生側きつい。	生活コスト上昇の体感が強く、SNSでは悲観的な投稿が増え、採用が絞られる噂も目についた。	賃貸シェアでも生活費が上がり、SNS不安増幅と採用不安情報で将来経路が狭く見えた。	『条件と次の一手』が見えると少し落ち着くが、情報過多は逆に疲れる。	採用要件の変更で学習投資が無駄になる不安と、生活費の先行き。	政策疲労	対象条件の説明	47.0	68.0
23	A10	加藤梨央	家族形成	22	23	注意	不安	24.0	44.0	72.0	家計を締めて就活条件を絞る	生活防衛	食費とサブスクを見直し、求人は勤務地と賃金で2条件に絞って保存した。	どこも先が読めない。物価と就活が同時に来ると、詰む気がする。	バイト代じゃ足りないかも。卒業後、ちゃんと働けるのかなって怖い。	物価きつい。就活の条件、現実的に絞らないと持たない。	電気・食費が上がり、SNSで採用縮小や不安投稿が流れて気持ちが沈んだ。	賃貸単身で余裕が薄く負債もあり、SNS不安増幅と採用不確実で先送りが強まった。	固定費を削ると心が少し落ち着くが、将来不安は消えない。	卒業後の初任給と家賃が釣り合わず、返済と生活が回らない懸念。	政策疲労	対象条件の説明	43.0	79.0
23	A11	吉田蒼	家族形成	22	23	注意	不安	36.0	45.0	74.0	根拠カードの有無を確認	情報収集	奨学金サイトと窓口通知を見て、猶予・審査の根拠カードと反証導線が使えるか確認した。	結局また条件変わるんじゃ…って疑いが消えない。就活も金も同時に詰むのが一番怖い。	最近物価キツすぎ。奨学金の猶予、理由が見えるなら助かるけど信じ切れん。	猶予とかの審査理由、根拠が見える化されるなら前進。対象条件も分かりやすくして。	食費と光熱費が上がり、SNSは不安な話題が多い。制度は根拠説明を強める動きが出た。	負債2.3百万と収入不安で生活防衛優先。前回の申立て記憶があり、説明導線に反応した。	根拠カードがあれば『落とされるだけ』感は少し減るが、運用次第で不信は残る。	物価上昇で資金繰りが悪化し、就活が遅れると猶予でも足りなくなる。	財政不安	財源説明	35.0	80.0
23	A12	井上拓海	家族形成	23	24	注意	不安	44.0	55.0	58.0	家計の見直しと制度の根拠カード確認	生活防衛	固定費を再点検し、通知で見た根拠カードの要点だけ保存した	削れば回るけど、先の話を考える余白がまた削れてく感じがする。	家賃も食費も地味に効くわ。制度の説明が短いのは助かるけどさ…	物価きつい。制度は理由と直し方が見えると少し安心する。	生活コストが上がり、SNSは不安寄り。制度は理由提示の説明が少し増えた	単身賃貸で固定費影響が直撃。前回の記憶で窓口導線を優先して確認	理由と修正手順が見える説明なら、まずそこだけ確認する癖がついた。	物価が続くと、結婚や子どもの話を先送りにしてしまいそう。	政策疲労	手続き簡素化	47.0	74.0
23	A13	木村彩花	家族形成	24	25	注意	不安	48.0	55.0	58.0	家計の防衛ラインを引き直す	生活防衛	家賃・光熱・食費の上振れ分を固定費に入れ、積立額を微調整した。	転職カードはあるけど、景気と採用が読めないと将来設計が薄くなる。	最近ほんと高い…貯めたいのに減る。会社も採用渋るって聞くし怖い。	生活コスト上がりすぎ。固定費見直し必須になってきた。	物価上昇の体感が強く、社内でも採用・配置転換の話題が増えた。	賃貸単身で固定費影響が直撃、前回の学びでSNSを抑え公式と社内中心。	不安は消えないが、数字に落とすと焦りが少し減る。	採用不安が続くと、貯蓄優先で結婚や住み替え検討が止まりそう。	財政不安	財源説明	54.0	70.0
23	A14	長谷川杏奈	家族形成	22	23	注意	不安	16.0	34.0	88.0	シフト確保を優先	生活防衛	店長に来月のシフト増を頼み、家計表を更新して支出を削った	結局また値上げ。シフトも読めないし、詰むの早い気がする。	また食費上がってる。来月シフト減ったら家賃どうすんの…	物価も不安も上がる一方。生活守るだけで精一杯。	光熱費と食費が上がり、来月のシフトが減りそうと聞いた	非正規で収入が不安定、賃貸シェアと返済が固定で余力が薄い	条件が見える説明があると少し落ち着くが、手続きは重いと記憶した	シフト減で家賃か返済が遅れる現実味が増した	政策疲労	手続き簡素化	20.0	98.0
23	A15	石川涼太	家族形成	24	25	注意	怒り	18.0	30.0	74.0	支出を絞って仕事探しを強める	生活防衛	食費とサブスクを削り、単価高めの案件に応募を増やす。	結局また値上げ。稼いでも追いつかない感じが一番キツい。	家賃も飯も上がるのに、単価だけ置いてかれてない？	値上げ続きで実質賃金みたいに体感が削られてく。	生活コストが上がり、案件の先行きも読みにくいと感じた。	賃貸単身で固定費に弱く、雇用不安と政策疲労の記憶が残る。	結局は固定費と食費を削るしかない、という感覚が強まった。	学習投資をさらに削って、将来の単価が上がらない不安。	政策疲労	手続き簡素化	16.0	88.0
23	A17	西村菜摘	家族形成	24	25	注意	不安	18.0	34.0	86.0	窓口の要件だけ確認	相談	自治体窓口に電話し、介護関連の優先枠と減免の要件だけメモして切った。	また値上げと災害で、うちだけ置いていかれる感じがする。	ごめん、役所に聞いたけど結局「要件見て」ってさ…しんどい。	支援があるなら、対象条件と理由を分かる形で出してほしい。	食費と光熱費が上がり、介護の手配も医療も待ちが増えていると感じた。	重度介護と短時間就労で余力が薄く、前回の申請疲れが残り要点確認に絞った。	全部追うと潰れる。要件だけ拾って、通る線だけ動く方が現実的。	災害や医療ひっ迫で介護が崩れた時、代替がなく家計も詰む不安。	手続き疲れ	手続き簡素化	28.0	90.0
23	A18	山崎直人	家族形成	25	26	注意	不安	38.0	56.0	63.0	家計と今後の配置転換に備える	生活防衛	光熱費と食費を見直し、職場の再編情報と自治体の支援要件をメモする	給料は安定でも、物価と再編が同時に来ると先が急に細く見える。	実家で助かってるけど、結婚とか考えると今の先行きが怖いわ。	物価と不安材料が多すぎる。条件と支援の説明、もっと分かりやすくして。	食費と光熱費が上がり、現場でロボ導入の話が増えた。災害と医療のニュースも目に入る。	製造の現場再編が身近で、実家同居でも可処分が削られ将来判断が先送りになった。	不安が強い時は、固定費の把握と要件整理で少し落ち着けると覚えた。	再編と物価が続くと、独立や結婚の時期がさらに読めなくなる。	財政不安	財源説明	48.0	66.0
23	A27	斎藤紗季	家族形成	28	29	注意	不安	32.0	46.0	76.0	支援の条件を確かめる	相談	ケアマネと自治体窓口に連絡し、使える支援と必要書類を確認した。	物価も上がって、病院も混むって聞くと、うちだけ詰む未来が近い気がする。	また手続き増えるのかな…。条件だけでも一回でわかる仕組みないの？	支援が増えても、条件と手続きが見えないと使えない。説明の入口が必要。	食費と光熱費が上がり、通院予約が取りづらい話が身近に増えた。	重いケアと共働きで時間が薄く、医療逼迫と物価上昇が直撃したため。	窓口で「理由と直し方」が見える説明があると少し落ち着くと再確認した。	受診遅れで介護が崩れ、仕事と保育の両方が回らなくなる不安が残る。	手続き疲れ	手続き簡素化	55.0	84.0
23	W02	中島美優	家族形成	36	37	注意	不安	44.0	55.0	58.0	家計とケアの再設計を優先する	生活防衛	固定費の見直しと親の通院・介護予定を整理し、予備費を厚くした	仕事は安定でも、物価と医療がじわじわ効く。子どもの話も決めきれない。	今月また上がってない？親の通院も増えて、先の予定が組みにくいわ。	物価と医療の先行きが読めない。まずは家計と予定の防波堤づくり。	生活コスト上昇と医療ひっ迫の話題が多く、先の見通しが荒れている	持家・正規ITで収入はあるが、軽度ケアと物価で可処分が圧迫され不安増	不安が強い時ほど、家計とケア予定の可視化が効くと再確認	医療・介護の負担増が続くと、家族形成の判断がさらに遅れる	政策疲労	手続き簡素化	53.0	78.0
23	W22	野口彩乃	家族形成	35	36	注意	不安	30.0	42.0	74.0	支援の条件整理	情報収集	物価上昇の実感を家計簿で確認し、根拠カードと反証導線の要点だけ読む。	結局、時間も体力も足りない。助けはあっても私が辿り着ける形じゃない気がする。	もうさ、申請とか説明読むだけで夜が溶ける。急変したらどうすんの。	制度の理由が見えるのは良い。でも窓口につながるまでが長いと意味ない。	食費と光熱費が上がり、介護と通院の調整がさらに難しいと感じた。SNSは不安寄り。	重度ケアで可処分時間が少なく、前回の手続き疲れが残る中でコスト上昇が直撃。	理由と反証の導線があると、完全に諦める手前で踏みとどまれる。	医療・介護のひっ迫で、いざという時に受け入れ先が動くか不安。	手続き疲れ	手続き簡素化	46.0	88.0
23	YG_CH08	今の14歳世代が若者になった姿	若者	15	15	注意	不安	41.0	46.0	68.0	条件カードの確認	情報収集	根拠カードと反証導線を見て、自分が対象かの分岐をメモした	物価もニュースも重い。理由が見えるのは助かるけど、結局こぼれたらどうするんだろ	最近さ、全部高いし不安。制度の理由は見えたけど、私ら対象なん？	対象条件が一発で分かる表示は助かる。地域差も同時に見せてほしい。	物価上昇と不穏なニュースが続き、制度は理由カード表示が増えた	前回の連絡先記憶＋今月の生活コスト上昇とSNS悲観で不安が再燃	理由と直し方が同じ画面にあると、行動に移りやすい	地域差と手続き量で、使える人だけ得する感じが残る	手続き疲れ	対象条件の説明	48.0	70.0
24	A01	佐藤陽菜	若者	15	17	注意	不安	48.0	55.0	60.0	出願費と支援の再見積もり	情報収集	進路室で出願費と奨学金の条件を更新し、家計と照らしてメモを作った	頑張れば何とかなる気もするけど、物価と先行きで足元が揺れる。条件ミスが怖い。	最近さ、出願費とか生活費マジで上がってて、親に言いづらいんだよね…	情報多すぎ。大事な通知だけ週まとめで来てほしい。	物価上昇の話題が増え、就職も不安という投稿が流れてくる	前回の締切管理の癖＋SNS不安増幅で緊張、でも学校情報で支援は確認できた	不安な時は費用を先に見える化。一次情報と学校経由を優先する	景気悪化で支援が絞られたり、家計が急に厳しくなる不安	政策疲労	手続き簡素化	48.0	70.0
24	A02	鈴木大翔	若者	16	18	注意	不安	46.0	54.0	58.0	出願と費用の段取りを再確認	相談	進路室で奨学金と出願締切の要点だけ聞き、親にも要点を共有した。	頑張れば何とかなるのか、家の財布が先に折れるのか分からんのが一番怖い。	模試とか遠征、結局いくら要る？親に言うのもしんどいわ。	出願まわり、情報多すぎ。重要だけまとめてほしい。	物価と先行き不安の話が増え、通知は週次まとめっぽい案内が目に入った。	実家で金銭は致命傷ではないが、部活と出願が重なり手続き不安が再燃した。	要点だけ拾って親と共有すれば、焦りが少し下がると分かった。	景気悪化で推薦や枠が絞られそうで、最後に詰む不安が残る。	手続き疲れ	手続き簡素化	48.0	59.0
24	A03	高橋湊	若者	17	19	注意	不安	52.0	60.0	51.0	週次まとめを設定し、進路コストを詰め直す	情報収集	通知の週次まとめを設定し、学費・生活費とインターン要件を再確認した。	景気と採用が読めない。制度は整っても、結局削られそうで怖い。	今のうちに動くしかないけど、支援って急に止まる感じあるよな。	情報が整理されるのは助かる。条件と継続性をもっと明確にしてほしい。	物価と不安ニュースが続き、求人も絞られそうだと感じた。通知は整理された。	高専在学で自分は動けるが、景気後退と財政圧で先が不透明と知覚した。	通知の週次まとめ設定と、根拠カード参照の手順を自分用に固定した。	財政圧で育成・支援が先細りし、使える層だけ有利になる不安。	政策疲労	財源説明	57.0	62.0
24	A04	田中結菜	若者	15	17	注意	不安	34.0	38.0	71.0	通知まとめを確認	情報収集	週次まとめと根拠カードを見て、進学費用と制度条件をメモした。	物価も不安も上がって、将来の線が細くなる。外れるのが一番こわい。	奨学金とかさ、条件ややこしくない？外れたら詰む気がする。	支援の条件、まとめて分かる形にしてほしい。探すだけで疲れる。	物価高の話が家でも学校でも増え、SNSは不安系が多いと感じた。	家計制約と制度不信があり、災害や景気後退の話で進路不安が強まった。	通知の重要度や根拠カードがあると、確認の順番を決められると覚えた。	学費と生活費が同時に上がり、進学の選択肢が狭まる不安が残る。	政策疲労	対象条件の説明	39.0	66.0
24	A05	伊藤蓮	若者	18	20	注意	不安	28.0	36.0	78.0	通学と就活の優先度見直し	生活防衛	交通費と食費の再見積りをして、バイト増と授業の両立を紙に書き出した。	結局また削るのは自分の選択肢。就活までに崩れたら詰む気がする。	交通費も飯も上がっててきつい。バイト増やすと単位落ちそうで怖い。	物価と求人の話ばっかでしんどい。地方だと選択肢が先に減る。	物価上昇と求人不安の話が増え、災害のニュースも続いて落ち着かない。	低所得で通学コストが重く、前回の家計再計算の記憶で選択肢縮小を強く連想。	生活コストが上がると、まず進路の幅を自分で削る感覚が残った。	バイト増で学業が崩れて、地元以外の就活が無理になる不安。	政策疲労	手続き簡素化	31.0	85.0
24	A06	渡辺心愛	若者	19	21	注意	不安	28.0	38.0	78.0	進路の選択肢を減らさず家計を守る	生活防衛	バイト増減の見込みと奨学金条件をスマホで整理し、担任に確認した。	災害も物価も重なって、私だけ置いていかれる気がする。やれる範囲が狭い。	最近ニュース多すぎてしんどい…結局お金いる話ばっか。私どうしたらいい？	支援は増やすより、条件と手続きをもっと分かりやすくしてほしい。	物価が上がり、求人も不安定そうで、SNSは不安話が多いと感じた。	実家同居でも家計がきつく、軽いケアもあり動ける余力が少ない。	通知が整理されてると動けるが、結局は窓口で聞かないと不安が残る。	家族の体調や災害で出費が増えたら、進路が一気に狭まる。	政策疲労	対象条件の説明	38.0	79.0
24	A07	山本陸	若者	19	21	注意	不安	23.0	46.0	68.0	週次まとめだけ拾う	情報収集	通知の週次まとめで重要だけ確認し、減った求人の話を同僚に聞いた。	物価も景気も悪い方向ばっかで、今の仕事が続く前提が崩れそうで怖い。	求人減ってるってマジ？移るにしても金も車もきついんだけど。	重要通知のまとめは助かるけど、結局お金の不安が消えない。	食費と光熱が上がり、職場で採用控えの噂が増えた。通知は整理された。	実家でも家計が締まり、地方で求人減の話が刺さる。通知整理は効くが先が見えない。	通知が3段階で来ると、見るべきものだけ残ると分かった。	景気悪化で収入が落ちたら、移動費も学び直しも詰む感覚が強い。	財政不安	財源説明	44.0	64.0
24	A08	中村美咲	若者	20	22	注意	不安	32.0	47.0	68.0	情報を絞って就活と生活費の見通しを立て直す	情報収集	自治体の週次まとめと就活サイトだけ見て、家計と応募計画を更新した	ニュース多すぎて心が削れる。結局お金と採用が先に崩れそうで怖い。	今月また食費上がってる…。就活も求人減ってない？正直しんどい	情報多すぎるから、見る場所絞る。就活と生活費だけは現実見たい	物価上昇と求人不安の話が多く、SNSで不安が長引いていると感じた	家賃固定＋奨学金返済があり、採用縮小の話が直撃。通知整理は助けになるが先は不透明	不安が強い時は、情報源を減らして家計と応募を更新すると少し戻る	採用が絞られると不採用が続き、自己効力感が折れそう	財政不安	財源説明	44.0	66.0
24	A09	小林颯太	家族形成	21	23	注意	不安	34.0	48.0	66.0	支出をさらに絞り、通知を週次まとめに切替	生活防衛	固定費の削減を追加で検討し、支援通知を週次まとめ設定に変えた。	結局、景気も物価も悪い方向にしか見えない。就活の前提が崩れそうで怖い。	最近さ、家賃も飯も地味に上がっててキツい。就活の条件変わったら泣く。	物価と不確実性がきつい。学生でも生活防衛が先になる。	物価上昇と景気後退の空気が強く、SNSも不安系の話題が多い。	賃貸シェアで固定費が重く、前ステップの不安記憶とSNS増幅で先読みが悪化。	通知を整理すると少しは回るが、根本の不確実性は残ると学習。	採用要件の急変と、生活費の上振れが続く怖さ。	政策疲労	対象条件の説明	45.0	72.0
24	A10	加藤梨央	家族形成	22	24	注意	不安	29.0	46.0	68.0	家賃と返済の見通しを再計算する	生活防衛	家賃更新と返済額を月次で見直し、求人の保存条件をさらに厳しくした。	物価も不安もずっと高いまま。卒業しても生活が詰む絵が先に浮かぶ。	求人見ても給与低いの多くてさ…家賃と返済どう回すのってなる。	支援の話より、家賃と初任給が釣り合わない現実がきつい。	食費と光熱がじわっと上がり、求人は減って条件も渋いと感じた。	賃貸単身で固定費が重く、負債もあり、景気後退の空気をSNSで強く見る。	削れる所は削ったが、収入側が動かないと不安は残ると確信した。	卒業後に就職できても、初任給と家賃で赤字になり返済が崩れる懸念。	政策疲労	対象条件の説明	44.0	82.0
24	A11	吉田蒼	家族形成	22	24	注意	不安	33.0	40.0	78.0	家計の固定費を洗い出す	生活防衛	家賃・光熱・通信・サブスクを見直し、返済と生活費の月次表を作った。	就活も物価も同時に来ると、努力じゃ埋まらない穴が増える気がする。	最近ほんと金きつい。奨学金もあるし、就活ミスれないの怖い。	物価と就活の同時パンチきつい。支援は条件と手続きが見える形で頼む。	食費と光熱費が上がり、求人も慎重ムードで不安が増えた。	負債2.3百万円と雇用不安で余力が薄く、SNS不安増幅が焦りを強めた。	結局は家計を締めるしかない、支援は遅れる前提で動く。	面接や学業が詰むと収入が途切れ、返済猶予でも追いつかない。	財政不安	財源説明	30.0	85.0
24	A12	井上拓海	家族形成	23	25	注意	不安	46.0	54.0	56.0	週次まとめ通知だけ見る	情報収集	通知を週次まとめだけ確認し、家計と景気の要点をメモした	また物価か…。仕事はあるけど、先の話になると一気に霧が濃くなる。結局どれが自分に効くんだろ	最近、値上げ続きでさ。結婚とか子どもとか、考える余裕なくなるわ。通知も多いし…	重要な通知を週次でまとめてくれるなら助かる。情報過多が一番きつい。	物価と景気不安の話題が増え、通知は多いが週次まとめが出始めた	単身賃貸で固定費影響が直撃。前回の手続き疲れが残り、要点だけ拾う行動に寄った	『週次まとめ＋重要度』なら追える、と体感した	景気後退で昇給や転職が鈍ると、将来計画がさらに先送りになる	政策疲労	手続き簡素化	50.0	70.0
24	A13	木村彩花	家族形成	24	26	注意	不安	50.0	58.0	55.0	重要通知だけ拾う運用に切替	情報収集	自治体と会社ポータルの通知を週次まとめにし、支援条件をメモした。	物価も採用も嫌な感じが続く。情報に溺れると病むから、要点だけ拾いたい。	最近さ、通知多すぎて無理。週1で見れば足りるようにしたい…	情報過多つらい。大事な通知だけ分かる仕組み、ほんと助かる。	家賃や食費が上がり、景気後退と採用不安の話が増えた。	単身賃貸で生活費直撃。前回の家計防衛後もSNS不安増幅が刺さる。	通知を整理すると不安が少し下がる感覚を得た。	景気悪化が続くと昇給停滞で将来設計が止まりそう。	政策疲労	財源説明	58.0	62.0
24	A14	長谷川杏奈	家族形成	22	24	注意	不安	14.0	32.0	90.0	通知を絞って家計防衛	生活防衛	家賃と返済の優先順位を決め、重要度の高い支援通知だけ保存した	また値上げで詰むかも。制度は増えても私が使える気がしない、疲れる。	今月もキツい。通知多すぎて無理、結局どれが私向けなん…	支援の前に、手続きと通知の量どうにかしてほしい。生活が先。	物価高と求人不安の話が増え、通知は来るが自分向けか判断しづらい	非正規で収入不安定、家賃固定費と返済が重い。前回の申請疲れが残る	重要度で整理された通知なら見る気が少し戻る、と覚えた	シフト減と物価高が続くと家賃滞納が現実になる	政策疲労	手続き簡素化	18.0	99.0
24	A15	石川涼太	家族形成	24	26	注意	怒り	16.0	28.0	78.0	通知を避けつつ単価案件を探す	生活防衛	家計アプリで固定費を再点検し、単価高めの案件だけ応募する。	また値上げで詰む。制度の話は多いのに、俺には結局届かない気がする。	最近きつい。食費も家賃も上がるのに案件減ってさ、詰みそう。	値上げと不況のダブルで、生活だけが先に壊れる。支援の手触りがない。	物価と光熱費が上がり、案件の競争も強くなったと感じた。	単身賃貸で余力が薄い上、ギグ不安定。前回の削減経験で防衛優先。	『結局は生活防衛』がさらに固定化し、制度は信用しにくい記憶が残る。	学習投資を切り続けて単価が上がらず、負のループに入る不安。	政策疲労	手続き簡素化	14.0	92.0
24	A17	西村菜摘	家族形成	24	26	注意	不安	16.0	32.0	88.0	支出を絞って支援線を固定	生活防衛	食費と光熱費を削り、自治体サイトで減免と介護関連の対象要件だけ再確認した。	また値上げで息が詰まる。災害や医療が詰んだら介護も家計も一気に崩れる。	ごめん、今月も余裕ない。もし入院とか出たら私もう回らん気がする…	生活コスト上がり方きつい。支援は要件が分かりやすいだけでも助かる。	物価と光熱費が上がり、地域の医療や介護の混み方の話も増えた。	重度ケアで時間がなく短時間就労も不安定。前回の手続き疲れ記憶で要件だけ拾う。	通知や制度は全部追わず、通る可能性の高い線だけ固定して動く。	災害・医療ひっ迫で家族ケアが途切れた時の代替と費用が怖い。	手続き疲れ	手続き簡素化	26.0	92.0
24	A18	山崎直人	家族形成	25	27	注意	不安	36.0	53.0	68.0	支出固定化と職場再編の線引きを確認	生活防衛	家計簿アプリで固定費を確定し、班長に再編の範囲だけ聞いてメモした	結局、給料があっても先が読めない。結婚とか考える余裕が薄い。	最近さ、物価も不安もずっと高くて、将来決める気力が削れるわ。	不安煽り多すぎ。結局、生活守れる仕組みが見えるかどうかだよね。	食費と光熱費が上がり、SNSは景気後退や再編の話が多い。支援はあるらしいが条件が分かりにくい。	実家同居でも物価上昇が効き、製造の再編不安をSNSで見て先送りが強まった。	上司に範囲だけ確認すると不安が少し整理できると覚えた。	再編が広がると、独立や結婚の時期がまた読めなくなる。	政策疲労	対象条件の説明	45.0	72.0
24	A27	斎藤紗季	家族形成	28	30	注意	不安	30.0	44.0	78.0	家計とケアの穴を埋める	生活防衛	固定費を見直し、通院・介護の段取りを組み直した。	値上げと通院待ちで、崩れたら一気に全部止まりそうで怖い。	今月ほんと無理かも。通院も待ち長いし、詰んだ感じする。	手続き簡素化と医療アクセス、現場に効く形で早めに頼む。	食費と光熱費が上がり、予約が取りにくく、通知は多いが要点が掴みにくい。	重度ケアで時間が詰み、賃貸同居で余裕薄い。前回の手続き疲れが残る。	重要度が分かる通知と、自己申告で通る枠があると助かると覚えた。	受診遅れで介護が崩れ、仕事と保育が同時に回らなくなる不安。	手続き疲れ	手続き簡素化	52.0	88.0
24	W02	中島美優	家族形成	36	38	注意	不安	46.0	57.0	54.0	通知を絞って家計とケアを回す	生活防衛	自治体の週次まとめ通知に切替え、物価上昇分の家計調整と親の通院枠を固めた	物価も不安もじわじわ来る。手続き増えると無理だから、まず崩れない形に寄せたい。	最近ニュース見ると疲れる…。通知まとめは助かるけど、結局お金と時間が足りないね。	支援は「申請できる人だけ」にならない設計が大事。通知整理は良い。	食費と光熱が上がり、SNSは地政学不安が多い。自治体から週次まとめ通知が来た	持家で収入は安定だが親の軽いケアがあり時間が細い。前回の家計可視化経験が効いた	通知を整理すると不安が少し下がり、家計調整の精度が上がると実感	医療・介護の逼迫と物価が続くと、家族形成の判断はさらに後ろ倒しになる	政策疲労	手続き簡素化	56.0	71.0
