step	agent_id	name	layer	base_age	current_age	evaluation	emotion	pathway	support	intensity	action	action_category	action_detail	thought	private_talk	social_post	perceived_situation	reasoning_basis	memory_update	carryover_concern	side_effect	adjustment_request	fairness_perception	policy_fatigue
12	A06	渡辺心愛	若者	19	20	注意	不安	28.0	42.0	82.0	先生と窓口の折返し予約をする	相談	学校で先生に状況を説明し、分散受付の折返しを一緒に申し込む	AIで仕事減るって話ばかり。お金も不安で、進路決める自信が出ない。	もう何が正解か分かんない。対象外とか言われたら詰む気がする…	支援って結局どの人が使えるの？条件が分かりにくすぎる。	SNSは不安な話題が多く、物価も上がって家計が苦しい感覚。窓口は混みそう。	地方で実家、軽いケアもあり動ける時間が限る。前回の手続き疲れが残り、学校頼み。	一人で調べ続けるより、学校と一緒に窓口へつなぐ方が早い。	折返しが来ても対象外で、代替の進路支援が見つからない不安。	手続き疲れ	対象条件の説明	38.0	90.0
12	A07	山本陸	若者	19	20	注意	不安	24.0	36.0	76.0	固定費を削って様子見	生活防衛	食費とサブスクを削り、給料明細と残業見込みを見直した。	AIとかロボで現場も変わるって言うけど、俺の次の手が見えない。給料下がるのだけは無理。	最近物価きついわ。配置変わって給料落ちたら詰む。資格とか意味あるんかな。	物価も不安も上がる一方。若手が安心して働ける道筋がほしい。	SNSで雇用不安と物価高の話が多く、職場も配置や育成が読みにくい。	高卒就業初期で貯蓄余力が小さく、前回も職場次第と感じて制度は信用しにくい。	不安な時ほど固定費と手取り見込みを先に固める癖がついた。	配置転換で収入が下がる可能性と、支援が遅れて頼れない不安。	実装不信	対象条件の説明	30.0	79.0
12	A08	中村美咲	若者	20	21	注意	不安	26.0	48.0	74.0	就活優先でニュースを遮断しつつ窓口だけ確認	回避・縮小	SNSはミュートを増やし、自治体のコールバック受付だけ申込み可否を確認した。	頑張っても土台が揺れてて、どの努力が正解か分からない。	もうSNS見たくない…就活の予定だけは崩したくないんだよね。	不安煽り多すぎ。必要な情報だけ届く仕組み、ほんと欲しい。	AI不安と物価高の話が増え、企業の採用が絞られそうに感じた。	文系就活中で不確実性に弱い。前回から公式窓口に絞る記憶が残り、SNSは遮断。	情報は窓口と締切中心。SNSはミュートし、連絡待ちに切り替える。	採用基準の変化と生活費上昇で、内定後も暮らせるか不安が残る。	政策疲労	手続き簡素化	44.0	79.0
12	A09	小林颯太	若者	21	22	注意	不安	28.0	38.0	81.0	応募先を絞ってAI寄り要件だけ深掘り	学習・就活	求人を3社に絞り、求めるAI/自動化スキルだけ優先して詰めた	頑張っても入口が狭いままかも。物価も上がるし、焦るほど空回りする。	就活、AI要件増えすぎてキツい。生活費も上がって余裕ないんだけど。	AIで仕事が変わるの早すぎ。若手の入口、ちゃんと残してほしい。	SNSで不安が増え、採用が絞られそうな空気と生活費上昇を実感した	理系在学で要件変化を直撃。家計圧迫と前回の情報間引き記憶で焦り増	情報は絞るが、要件の核だけは追わないと置いていかれる	採用縮小と物価高が続くと、学習しても生活が持たない	政策疲労	対象条件の説明	36.0	78.0
12	A10	加藤梨央	家族形成	22	23	注意	不安	26.0	42.0	78.0	相談予約を確定して生活費を引き締め	生活防衛	コールバック型の相談を予約し、家賃と食費の見直し表を作った。	頑張っても入口が変わる感じ。家賃と返済で詰むのが一番怖い。	最近ほんと物価きつい。就活もAIで削られそうで胃が痛い…	制度は増えても手続き重いと届かない。現場の入口を整えてほしい。	SNSでAI再編と物価高の話題が多く、企業の採用が絞られる空気を感じた。	単身賃貸と負債が重く、就活の不確実性がSNS不安増幅で強まったため。	不安が強い時は、予約確定と家計の固定費から先に手を付ける。	支援が遅れたり対象外になると、返済と生活費が回らない不安。	政策疲労	対象条件の説明	38.0	84.0
12	A11	吉田蒼	家族形成	22	23	注意	不安	28.0	43.0	82.0	就活と返済の線を再計算する	生活防衛	AI影響の少ない職種と月返済額の下限をメモに整理する	頑張っても入口が消える感じがして、返済だけ残るの怖い。	最近マジで就活怖い。奨学金返しながら生きれる？	AI再編の波、若手の入口だけ薄くなるのやめてほしい。	SNSでAIによる採用縮小や物価高の話が増え、先が読めない。	奨学金2.3百万と収入不安が直撃し、SNS悲観で不安が増幅した。	就活は運じゃなく前提が動く、早めに守りの線を作ると決めた。	初任給と物価の差が埋まらず、返済が詰む不安が残る。	財政不安	財源説明	36.0	81.0
12	A12	井上拓海	家族形成	23	24	注意	不安	33.0	41.0	74.0	家計とキャリアの同時防衛	生活防衛	家賃更新と食費を見直しつつ、社内で必要スキルの話を聞いた。	頑張っても盤面が変わる感じが怖い。手続き多い支援は無理かも。	最近さ、物価もAIも同時に来ててキツい。転職って現実かな。	生活費上がるのに将来不安も増えるの、普通にしんどい。	SNSでAI再編と物価の話が増え、職場でも配置の噂が続いている。	正規で基盤はあるが単身賃貸と借入で余力が薄く、前回の疲労が残る。	不安が強いと、条件が簡単で短い支援しか検討できない。	学習と生活防衛が両立できず、将来の選択肢が狭まる恐れ。	政策疲労	手続き簡素化	46.0	82.0
12	A13	木村彩花	家族形成	24	25	注意	不安	41.0	52.0	64.0	生活費とキャリア不安を見える化する	生活防衛	家計の固定費を洗い出し、転職市場と社内評価基準を確認した	頑張っても席が減る感じ。将来の計算が合わないのが一番しんどい。	最近、家賃も食費も上がってさ。勉強続けたいのに不安になる…	不安煽り多いけど、結局は固定費とスキルの棚卸しからだよね。	社内でAI活用前提の役割再編の話が増え、生活費も体感で上がった	IT正規で余力はあるが、再編話と物価上昇を実感。前回の財源不安も残る	支援窓口が分散・折返しなら使えそうだが、継続性が不透明と記憶した	昇給が鈍いまま固定費が上がり、学習投資と貯蓄が削られる懸念	財政不安	財源説明	57.0	66.0
12	A14	長谷川杏奈	家族形成	22	23	危険	裏切られ感	12.0	28.0	84.0	コールバック申請だけ出す	生活防衛	窓口のコールバックを申請し、今月の支出を削るメモを作った	頑張っても先が細い感じ。申請しても結局「対象外」って言われそうで怖い。	家賃と光熱費がきつい。窓口また混むなら、もう無理かもってなる…	支援は入口が多すぎて辿り着けない。生活費の話は急ぎで頼む。	物価と家賃の圧が増え、求人も不安定でSNSの不安話が目についた	非正規で収入が読めず、前回の自己判定も不確実。制度不信と疲れが強い	つながる導線があるなら先に押さえ、待つ間は生活費を削って凌ぐ	連絡が来ない/対象外で時間だけ失い、滞納に近づく恐怖	手続き疲れ	対象条件の説明	22.0	86.0
12	A15	石川涼太	家族形成	24	25	注意	怒り	22.0	27.0	81.0	案件を絞る	生活防衛	AI置換の話題を避けつつ、高単価案件に応募を集中し支出も削った。	また不安だけ増えて、制度は遅い。結局こっちが削って耐えるだけか。	最近ほんと単価落ちるし物価きつい。支援って言うけど実感ないんよ。	物価も不安も上がるのに、生活の支えは体感できない。説明が足りない。	SNSでAI再編と物価高の不安が流れ、案件単価も伸びず先が読めない。	ギグで雇用不安が直撃、家賃と返済の制約が強い。前回も支え不確信の記憶。	情報は増えるが、使える支援が遅いと感じた記憶が残った。	単価下落が続けば家賃と返済が詰む不安が消えない。	政策疲労	財源説明	24.0	88.0
12	A17	西村菜摘	家族形成	24	25	危険	喪失感	12.0	28.0	90.0	家計を締め直す	生活防衛	食費と光熱費を細かく見直し、支払い優先順位を紙に書き出す	結局また値上げで、制度も遅い。介護もあるし、逃げ場がない感じ。	もう無理かも。値上げきついし、窓口も取れない。どうしたらいい？	支援が必要な人ほど手続きで削られる。現場で回る形にしてほしい。	物価と光熱費の上がり方が続き、SNSでも不安話ばかりで気が重い	重度ケアで外出と就労が限られ、低安定収入と低信頼で支援を当てにしにくい	まず支払い期限と家計の固定費を押さえないと詰むと強く意識した	次の請求が来た時に足りるか、支援が間に合うかの不安が残る	財政不安	補完支援	18.0	92.0
12	A18	山崎直人	家族形成	25	26	注意	不安	38.0	45.0	69.0	昇給と配置転換の確率を見積もる	情報収集	職場の自動化計画と評価基準の噂を確認し、家計表を更新した。	安定って言われても、AIとロボで現場ごと変わるなら貯め方も計画も崩れる。	残業減ったら結婚資金どうすんだろ。配置替えも怖いし、何が正解かわからん。	物価も不安も高止まり。現場の将来像をちゃんと見せてほしい。	物価が上がり続け、職場でも自動化と再配置の話が増えた。	実家同居でも可処分が細り、前回の不安記憶がSNS悲観で強化された。	評価基準と自動化の計画を早めに掴むほど損しにくいと残った。	賃金が追いつかず独立・結婚の時期がさらに読めなくなる。	財政不安	財源説明	46.0	68.0
12	A27	斎藤紗季	家族形成	28	29	注意	不安	24.0	33.0	76.0	家計とケアの同時破綻を避ける	生活防衛	家賃更新と食費の再見積りをし、夫と当面の固定費上限を決めた	AIで仕事も変わるのに物価も上がる。詰んだ時の逃げ道が見えない。	ねえ、保育とケア同時に崩れたらどう回す？もう余力ないよ…	物価も不安も上がる一方。子育て世帯の実感に合う支援がほしい。	SNSで雇用不安と物価高の話題が増え、先の見通しが暗く感じた	重度ケアと賃貸で余力が薄く、ニュース量が多いほど不安が増幅した	結局、家計・保育・ケアの優先順位を先に決めないと回らない	勤務変更や急な休みが出た月に、保育延長とケアが同時に詰む	政策疲労	手続き簡素化	28.0	92.0
12	W02	中島美優	家族形成	36	37	注意	不安	46.0	52.0	59.0	社内再編の兆し確認と家計防衛	生活防衛	社内の配置転換方針を同僚経由で探り、固定費と学習費を見直した。	結局、制度より会社と家計。学び直す余力が削られるのがいちばん怖い。	最近さ、AIで部署の線引き変わりそうでさ。家計も地味にキツい。	物価と再編が同時に来ると、将来投資の余力が削られる。	SNSで不安が増え、物価上昇とAI再編の話題が職場でも出ている。	正規ITで雇用は強いが再編は避けられず、物価で投資余力が縮む記憶。	制度より社内の実運用が先に効く、と身体感覚で再確認した。	学習投資を削るほど、次の配置で選択肢が狭まる不安が残る。	政策疲労	財源説明	54.0	71.0
12	W22	野口彩乃	家族形成	35	36	注意	不安	30.0	34.0	78.0	家計と欠勤を守るため最小限の情報だけ拾う	生活防衛	物価上昇の記事だけ確認し、今月の支出見直しと欠勤時の代替を家族で再調整した。	仕事も家も回してるのに、全部が値上がりで余白が消える。制度も遅い気がする。	また値上げだって。休むと職場の目が痛いし、もう綱渡りだよね…。	物価と不安だけ増えて、生活の余白が削られていく感じ。	SNSで物価高とAI不安の話が多く、支援は増えた話はあるが自分に届く実感は薄い。	保育負荷と重度ケアで動ける時間が少なく、前回も要点だけ確認で疲労が残っている。	情報は絞れば見られるが、窓口や手続きの壁は変わらない感覚が残った。	欠勤が続くと評価が落ち、家計と介護の両方が詰む不安。	政策疲労	手続き簡素化	33.0	88.0
12	YG_CH08	今の14歳世代が若者になった姿	若者	15	15	注意	不安	43.0	38.0	68.0	進路警戒	情報収集	学校で進路情報を集め、SNSのAI雇用不安の話題を追う	頑張っても意味ある？って空気が濃い。家計もきつそうで怖い。	進路どうする？AIで仕事減るとか言われても、何選べばいいんだよ。	不安煽り多すぎ。ちゃんと将来の道筋と支援を見える化してほしい。	AIで仕事が変わる話と物価高が続き、将来が読みにくいと感じた	15歳で進路選択が迫る中、SNS不安と物価高が重なり経路が霞む	情報が多いほど不安が増える、でも調べないと置いてかれる感覚	学び直しや進学の費用負担と、努力が報われる実感の欠如	政策疲労	対象条件の説明	41.0	64.0
13	A01	佐藤陽菜	若者	15	16	注意	不安	34.0	39.0	64.0	奨学金と学部の条件を絞って確認する	情報収集	進路室の資料で給付/貸与の条件と学費見通しをメモし直した	頑張れば何とかなるって思いたいけど、途中で条件変わったら詰む。	SNS見てると無理ってなる…奨学金、結局いくら返すの？	不安煽り多すぎ。まず条件整理して動くしかない。	AIで仕事が変わる話と物価高の話が多く、進路の現実感が増した	前回SNSを減らし公式確認に寄せたが、物価高で家計不安が再燃した	不安が上がるとSNS遮断→学校/公式の条件チェックに戻る癖が強化	学費・奨学金の制度や返済条件が変わり、計画が崩れる不安	財政不安	財源説明	41.0	63.0
13	A02	鈴木大翔	若者	16	17	注意	不安	41.0	45.0	62.0	不安要因を分けて相談	相談	進路室でAI影響と学科選びの現実を聞き、家計不安は親に確認した	頑張っても景気とAIでひっくり返りそう。けど今は相談して絞るしかない。	SNS見ると就職ヤバい話ばっか。推薦とか、実際どうなるん？	不安煽り多すぎ。結局、今できる準備を一個ずつやるしかない。	AIで仕事が減る話と物価高がSNSで増え、進路の正解が見えにくい	高校在学で情報源がSNS寄り、前回の担任相談が効いたので再度絞って確認	不安は分解して人に聞くと、次の一手が決まりやすいと再確認した	推薦枠や採用が急に変わり、努力が無駄になる不安が残る	政策疲労	対象条件の説明	41.0	79.0
13	A03	高橋湊	若者	17	18	注意	不安	42.0	44.0	66.0	採用要件を絞って学習計画を組み直す	学習・就活	求人要件と学校の推薦ルートを確認し、作る作品を2本に絞って更新した。	AI前提が速すぎる。追える気はするけど、何が評価されるか揺れてて怖い。	最近さ、募集の書き方変わりすぎ。結局どのスキル伸ばせば勝てる？	要件読解ゲーになってきた感。作り込みの方向、外すとしんどい。	SNSで悲観が増え、企業の新卒枠縮小やAI監督スキル必須の話を見た。	高専で動けるが、採用再編と家計圧で投資が怖い。噂より要件確認に寄せた。	不安が強い時ほど、公式要件と先生ルート確認が効くと学んだ。	生活費がさらに上がると、機材更新や外部講座を切って差が開きそう。	政策疲労	対象条件の説明	41.0	78.0
13	A04	田中結菜	若者	15	16	注意	不安	34.0	38.0	73.0	進路の安全策探し	情報収集	学校の進路資料と自治体の案内を見て、使える支援の入口だけ控えた	AIで仕事が減るって言われても、私の進路どこに置けばいいのか怖い	バイト先も変わりそうでさ…進学って結局お金どうなるん？	進路の情報、噂より公式のまとめが欲しい。条件が多すぎる	ニュースとSNSで不安が増え、物価高で家計がきつい話が身近に出た	家計制約と物価上昇が直撃し、AI・採用不安の話をSNSで見て焦りが強まった	困った時の入口が短く示される情報は、まずそこだけ見ると決めた	条件確認に時間がかかり、結局間に合わず支援を逃す気がする	政策疲労	手続き簡素化	24.0	78.0
13	A05	伊藤蓮	若者	18	19	注意	不安	30.0	44.0	77.0	窓口スクリプトで支援入口だけ押さえる	情報収集	学校の就職課で生活費急変時の相談先と手順を聞き、スマホに保存した	結局、地方だと求人も移動も細い。何かあった時の入口だけは迷いたくない	SNS見てると詰む気分になる。とりあえず相談先だけ決めとくわ	制度多すぎ。困った時の入口が一つにまとまると助かる	AI再編と物価高の話が増え、SNSは悲観寄り。支援の入口案内だけ目に入った	低所得で通学負担があり、就職不安が強い。前回は窓口情報で落ち着けた記憶	不安が強い時は『行く場所』を先に固定すると動けると学んだ	地元就職の枠が縮む中で、移動費と生活費が同時に重くなる不安	手続き疲れ	手続き簡素化	45.0	82.0
13	A06	渡辺心愛	若者	19	20	注意	不安	32.0	39.0	78.0	折返しに備えて要点整理	相談	先生と一緒に、窓口で聞く要点を箇条書きにして待つ	結局対象外とか言われたら詰む。AIで仕事減る話も怖いし、焦る。	折返し待ちなんだけど、また条件で弾かれそうでしんどい…	支援って結局どれが自分に当たるのか一瞬で分かる形にしてほしい	SNSで不安な話が増え、物価も上がって家の空気が重い。窓口は折返し待ち。	進路未定＋家計不安と軽いケア負担。前回の手続き疲れが残り、SNS悲観も刺さる。	窓口は長期戦になりがち。聞くことを絞って同席者を確保した方が進む。	折返し後に対象外判定で、代替の進路支援が途切れる不安。	手続き疲れ	手続き簡素化	36.0	88.0
13	A07	山本陸	若者	19	20	注意	不安	22.0	34.0	74.0	配置転換の噂を確かめる	情報収集	先輩に現場の自動化予定と残業見込みを聞き、家計表を更新した。	頑張っても機械に置き換わるなら、次の手が見えない。制度も結局遠い。	最近さ、配置替えとかAIとか怖い。手取り下がったら詰むんだけど。	物価も上がるし、若手の仕事の道筋をちゃんと示してほしい。	SNSで不安話が増え、職場でも自動化と配置転換の話が出始めた。	実家でも可処分が減りそうで、雇用不安と物価上昇が直撃したため。	噂でも早めに現場情報を取りに行くと少し落ち着くと学んだ。	配置転換で収入が落ちた時に、どの支援が使えるか分からない。	政策疲労	対象条件の説明	28.0	82.0
13	A08	中村美咲	若者	20	21	注意	不安	28.0	50.0	68.0	就活優先で窓口導線だけ拾って切り替える	情報収集	大学のキャリアセンターと自治体コールバックで、緊急時の最短導線と条件だけ確認した。	結局、何が自分に当たるのか毎回わからない。就活も家計も同時に来て息が浅い。	最近さ、制度とか出ても読む気力なくて…結局、窓口に聞くしかないよね。	情報多すぎ。困った時の最短ルートだけ、最初に出してほしい。	バイト代は増えず生活費だけ上がり、就活はAI前提で基準が揺れている。	奨学金返済と家賃が重く、就活優先。SNSはミュートで窓口情報のみ拾う。	制度は『緊急時の最短導線』があるか先に確認する癖がついた。	内定後も家賃と物価で生活が回るか、見通しが持てない。	政策疲労	手続き簡素化	46.0	76.0
13	A09	小林颯太	若者	21	22	注意	不安	26.0	34.0	77.0	生活費の見直しと就活導線を1本化	生活防衛	固定費を洗い出しつつ、困った時の窓口を大学と自治体で確認した	頑張っても土台が動く。AIで枠が減るなら、何を積めばいいんだよ。	最近、求人も物価もきつい。制度も多すぎて結局どこ行くのってなる。	困った時の導線、短く一本にしてほしい。情報多すぎて追えない。	SNSで採用縮小とAI要件強化の話が流れ、生活費も上がっている実感がある	賃貸シェアでも出費増と就活不安が直撃。前回の絞り込み記憶で情報を減らす	情報は最小にしつつ、困った時の連絡先だけは先に押さえる	学習投資しても採用が細ると、生活が先に崩れる不安が残る	政策疲労	手続き簡素化	33.0	80.0
13	A10	加藤梨央	家族形成	22	23	注意	不安	28.0	48.0	74.0	相談前に条件を確認して必要書類を揃える	相談	相談窓口の案内で該当分岐を確認し、家計表と返済予定を整理した。	生活費上がり方きつい。AIで仕事の入口も細るなら、返済どう回す…。	窓口の短いやつ見たけど、結局私って対象なの？って不安残るわ。	困った時の入口を30秒で示すのは良い。対象条件はもっと明確にしてほしい。	物価と家賃の負担感が強まり、求人の不安話が増えた。窓口案内は少し分かりやすい。	単身賃貸と借入で余裕が薄い。予約済み相談に備え、分岐と条件だけ先に確認した。	情報は短い導線から拾い、相談前に数字と書類を固めると動ける。	対象外や審査遅延だと、返済と生活費が同時に詰まる不安。	手続き疲れ	対象条件の説明	41.0	78.0
13	A11	吉田蒼	家族形成	22	23	注意	不安	24.0	41.0	78.0	緊急時の支援導線だけ押さえる	情報収集	30秒版の分岐をスクショし、大学窓口と自治体窓口の連絡先を保存する	結局、採用も物価も自分で抱える前提。詰む前に逃げ道だけ作るしかない。	また物価上がるっぽいし、就活も厳化だよね。最悪の逃げ道だけ確認した。	困った時の支援導線、短い版が出たのは助かる。条件と窓口が一発で分かる形を増やしてほしい。	SNSで不安系の話題が増え、就活の先輩も採用絞りを匂わせていた。生活費も上がって体感がきつい。	奨学金2.3百万円と賃貸固定費で余力が薄い。前回の不安が強く、簡易導線は使える情報として拾えた。	詰む前に『どこに行くか』だけは即答できるようにしておく。	初任給が伸びず返済と生活費の両方で破綻しないかが残る。	財政不安	財源説明	34.0	84.0
13	A12	井上拓海	家族形成	23	24	注意	不安	30.0	38.0	76.0	支出圧縮と不安の棚卸し	生活防衛	サブスク解約と食費上限を決め、社内の配置転換話を同僚に聞いた。	仕事はまだ大丈夫でも、上がる物価とAI再編が地味に刺さる。	今すぐクビはないけど、何伸ばせばいいか分かんなくなるわ。	物価と仕事の先行き、同時に来ると判断が止まる。	SNSでAIで若手が厳しい話が増え、食費と家賃の負担感も上がった。	単身賃貸で固定費が重く、前回の政策疲労が強く支援探索が進まない。	不安が高いと制度情報より、支出調整と仕事の安全確認が先になる。	学び直しが後回しになり、職場再編で置いていかれる不安が残る。	政策疲労	手続き簡素化	43.0	84.0
13	A13	木村彩花	家族形成	24	25	注意	不安	43.0	49.0	62.0	AI再編と家計の優先順位を更新する	生活防衛	社内のAI導入方針と自分の役割を確認し、家賃更新前に固定費を見直した	職はあるけど伸び方が読めない。学び直しも貯金も削られそうで怖い。	最近さ、仕事AI寄りで空気変わった。家賃も上がるし地味に詰むかも。	不安煽り多いけど、結局は足元の家計とスキルの守りからだな。	SNSは悲観多め。会社もAI前提の配置や評価の話が増え、生活費も上がっている	都市部賃貸でコスト圧が直撃。IT正規で即失職は薄いが若手経路が不透明と知覚	緊急時の導線が短くなったらしいが、いつ自分が対象かはまだ曖昧に残った	昇給が追いつかず、学習投資と貯蓄が同時に削れる懸念	財政不安	財源説明	55.0	68.0
13	A14	長谷川杏奈	家族形成	22	23	注意	不安	22.0	34.0	78.0	緊急導線を確認して再申請	制度利用	30秒版の緊急導線を見て、必要書類を揃え直し再申請の準備をした	また対象外だったら終わる。けど黙って滞納は無理、動くしかない	ねえ、コールバック来ない…これ、どこ出せばいいの？一緒に見て	支援の入口、短くて分かるのは助かる。届かない人出ないで	物価が上がり、仕事も先が読めない。SNSは悲観多め。緊急導線の案内は目に入った	非正規で家計余力が薄く、前回の待ち疲れが強い。短い導線は把握できたが不信は残る	入口が短いと動ける。まず申請経路を確保してから生活費を削る	申請しても連絡遅延や対象外で、家賃支払いが詰む不安	手続き疲れ	手続き簡素化	28.0	83.0
13	A15	石川涼太	家族形成	24	25	注意	不安	18.0	31.0	78.0	例外導線を確認	情報収集	SNSで見た「30秒で分岐」案内を保存し、条件だけざっと確認した。	結局また申請ゲーだろ…でも家賃きつい。今月落ちたら詰むかも。	最近単価マジ落ちた。例外導線って言うけどさ、通る気しない。	支援は「迷わない導線」より、実際に届くスピードと条件の明確化を。	AI置換と物価高の話が増え、支援案内も流れるが追い切れない。	単身賃貸で余力薄く、制度不信と前回の遅さ記憶で支援に懐疑的。	困った時の入口は見えたが、通るかは別だと感じた。	案件単価が戻らず、家賃と返済が先に限界に来そう。	政策疲労	財源説明	20.0	92.0
13	A17	西村菜摘	家族形成	24	25	危険	喪失感	15.0	31.0	88.0	窓口に当たる	相談	自治体の相談窓口に電話して、緊急時の使える支援だけを確認する。	値上げと介護で毎月が綱渡り。制度の話は多いのに私に刺さらない気がする。	ごめん、またお金の話になるけど…今月ほんとギリで、助けあるか聞くわ。	困った時にどこ行くか、30秒で分かる案内は増やしてほしい。	食費と光熱費が上がり、SNSは不安話ばかり。短い案内だけ目に入った。	重度ケアと不安定就労で動けず、低信頼・高疲労のまま費用増が直撃した。	困った時はまず窓口で『緊急の例外導線』を聞く、を覚えた。	電話でたらい回しになり、結局使えず時間だけ消える不安が残る。	手続き疲れ	手続き簡素化	19.0	93.0
13	A18	山崎直人	家族形成	25	26	注意	不安	36.0	44.0	73.0	生活費と職場再編の影響を見積もる	生活防衛	ガソリン・食費の見直しと残業見込みを確認し、貯蓄計画を締めた。	実家でも物価きつい。職場がロボ入れるなら次は自分かも。	最近ほんと高いよな。会社も変わりそうで落ち着かん。	物価と仕事の先行き、同時に来るのきつい。現場も説明ほしい。	SNSで不況・自動化不安が増え、身近でも生活費が上がっている実感が強い。	製造正規で雇用は強めだが、再編噂と物価上昇で独立計画が鈍り不安が増幅。	生活費が読めない局面では、固定費と残業見込みを先に押さえるのが効く。	再編で賃金と将来像が崩れ、結婚や独立がさらに先送りになる。	財政不安	財源説明	43.0	72.0
13	A27	斎藤紗季	家族形成	28	29	注意	不安	28.0	38.0	72.0	緊急時の使える制度を絞る	相談	自治体窓口に電話し、家計急変時の最短導線だけ確認した	結局、急に休む月が来たら詰む。制度があっても辿り着ける自信がない。	ねえ、もし今月また休み増えたらどうする？保育とケア同時は無理だよ…	困った時の窓口が一発で分かる形、ほんと大事。まずそこ整えてほしい。	物価高と雇用不安の話が増え、窓口は『緊急時はここ』を強調していた	重いケアと育児で手続き余力が低く、前回の政策疲労が強く残っている	困った時の最短導線だけ先に押さえると少し動ける	急な欠勤月に、保育延長とケア費が同時に増えるリスクが消えない	手続き疲れ	手続き簡素化	32.0	88.0
13	W02	中島美優	家族形成	36	37	注意	不安	42.0	48.0	64.0	生成AI再編の兆しを早めに掴む	情報収集	社内のAI導入計画と評価基準を上長に確認し、学習テーマを絞った。	また波が来た。今のままでも食えるけど、置かれたくない。焦りと疲れが混ざる。	また再編っぽい。学習したいけど生活費も上がってて余裕がね…	変化が速すぎる。会社の評価軸と学び直しの支援、もっと見える化してほしい。	AI自動化と物価上昇の話が増え、社内でも役割見直しの空気を感じた。	前回の再編不安の記憶が残り、SNS悲観と社内の噂で先読みが強まった。	結局は社内の運用と評価が最優先で、制度情報は後回しになった。	学習費と生活防衛の綱引きで、次の配置で選べる役割が狭まる不安。	政策疲労	手続き簡素化	50.0	76.0
13	W22	野口彩乃	家族形成	35	36	注意	不安	28.0	32.0	74.0	家計と介護の崩れを防ぐため要点だけ拾う	生活防衛	物価と職場の配置転換の噂だけ確認し、家計表と欠勤時の段取りを更新した。	また値上げ、仕事も変わるかも。介護と育児の穴が増えたら詰む。	今月も上がるっぽい。手続き増えるのは無理、家の回し方だけ決めよ。	情報多すぎて追えない。困った時の一本化窓口だけは早く整えてほしい。	物価上昇のニュースと、会社でAI導入で業務再編の話が増えた。	重い介護と共働きで余力が薄く、前回の申請疲れが強く残っている。	結局、制度は増えても自分が使えるか即答できないと動けない。	欠勤や配置転換が重なると家計と介護が同時に崩れる不安。	政策疲労	手続き簡素化	30.0	90.0
13	YG_CH08	今の14歳世代が若者になった姿	若者	15	15	注意	不安	38.0	34.0	73.0	進路警戒継続	情報収集	進路指導でAI影響を聞き、支援の例外導線だけ確認する。	調べるほど怖いけど、知らないと詰む気がして止められない。	ニュースもSNSも不安しかない。結局どの道が残るの？	進路情報が多すぎる。必要な人に届く形にしてほしい。	AIで仕事が変わる話と物価高が続き、将来が読めない空気。	15歳で進路目前、家計制約も意識。前回の不安記憶とSNS増幅が刺さる。	要点だけの導線があると少し動けるが、情報洪水は不安を増やす。	進学費用と、努力が職につながる確信が持てない。	政策疲労	対象条件の説明	39.0	71.0
14	A01	佐藤陽菜	若者	15	16	注意	不安	38.0	42.0	62.0	進学費用とAI時代の進路情報を絞って集める	情報収集	奨学金の対象外理由の説明ページと学部の就職データを見比べた	AIで仕事が変わるのは分かるけど、進学の賭けが外れたら怖い。	奨学金って結局どこまで安心なの？返済とか急に変わらない？	進学費用と将来の仕事、ちゃんと根拠で説明してほしい。	SNSは不安な話が多く、公式の対象条件と上限説明を探した	前回の不安記憶でSNSを避けがち。学費不安が強く、根拠提示は助けになる	不安時はSNSを切って、公式の『対象外理由』を確認する行動が定着	物価と財政圧で奨学金や支援が縮小し、計画が崩れる不安	財政不安	財源説明	46.0	60.0
14	A02	鈴木大翔	若者	16	17	注意	不安	44.0	48.0	58.0	情報を絞って確認	情報収集	学校の進路掲示と公式発表だけ見て、気になる点をメモした	また空気が変わって、努力の価値が急にズレそうで怖い。	SNS見すぎると無理。結局どの道が安全なん？先生に聞くわ。	不安煽り多すぎ。一次情報と具体条件を出してほしい。	AIで仕事が変わる話と物価高が続き、周りも進路に迷っている	前回相談で落ち着いたが、AI加速とSNS悲観で再燃。実家でもコスト感がある	情報は絞って公式と学校経由で確認すると不安が増えにくい	推薦枠や採用基準が急に変わり、準備が無駄になる不安	政策疲労	対象条件の説明	43.0	82.0
14	A03	高橋湊	若者	17	18	注意	不安	46.0	49.0	61.0	採用動向の変化点を押さえて学習優先度を更新	学習・就活	AIで変わる職種要件を調べ、作品の見せ方と面接想定を更新した。	頑張り方がズレるのが一番怖い。正解が日々変わる感じする。	要件変わりすぎてさ、何作れば刺さるのか迷うわ。先生にも聞く。	要件の変化早い。作る物と説明力、両方鍛えないと置いてかれる。	SNSで『若手が切られる』『AIで枠減る』が流れ、物価も上がってる実感。	高専で就活が近く、SNS悲観も目に入る。実家で即死はないが投資余力が気になる。	不安でも、要件を分解して先生ルートで確認すると手が動く。	生活費と機材更新が重なると、学習投資を削って差が出そう。	政策疲労	対象条件の説明	45.0	82.0
